station,name,latitude,longitude,elevation,prcp,tobs,month,day,year,date_format
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,75,04,10,2010,2010-04-10
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,73,04,11,2010,2010-04-11
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,73,04,12,2010,2010-04-12
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,71,04,13,2010,2010-04-13
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,71,04,15,2010,2010-04-15
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,68,04,16,2010,2010-04-16
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,70,04,17,2010,2010-04-17
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,71,04,18,2010,2010-04-18
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,74,04,19,2010,2010-04-19
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04,71,04,20,2010,2010-04-20
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,75,04,21,2010,2010-04-21
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,04,22,2010,2010-04-22
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.02,75,04,23,2010,2010-04-23
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,75,04,24,2010,2010-04-24
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,04,25,2010,2010-04-25
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,04,26,2010,2010-04-26
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,04,28,2010,2010-04-28
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,04,30,2010,2010-04-30
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,01,2010,2010-05-01
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.03,73,05,02,2010,2010-05-02
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.2,74,05,03,2010,2010-05-03
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.08,76,05,04,2010,2010-05-04
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,76,05,05,2010,2010-05-05
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,80,05,06,2010,2010-05-06
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.05,74,05,07,2010,2010-05-07
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,08,2010,2010-05-08
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,09,2010,2010-05-09
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,05,10,2010,2010-05-10
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,11,2010,2010-05-11
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,05,13,2010,2010-05-13
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,05,14,2010,2010-05-14
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,75,05,15,2010,2010-05-15
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.03,73,05,16,2010,2010-05-16
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,17,2010,2010-05-17
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,05,18,2010,2010-05-18
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,19,2010,2010-05-19
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04020833333333332,77,05,21,2010,2010-05-21
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,05,22,2010,2010-05-22
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.05,75,05,23,2010,2010-05-23
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,24,2010,2010-05-24
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,25,2010,2010-05-25
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.02,77,05,26,2010,2010-05-26
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,05,27,2010,2010-05-27
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,75,05,28,2010,2010-05-28
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,29,2010,2010-05-29
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,30,2010,2010-05-30
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,05,31,2010,2010-05-31
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,01,2010,2010-06-01
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,76,06,02,2010,2010-06-02
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,03,2010,2010-06-03
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,06,04,2010,2010-06-04
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,06,05,2010,2010-06-05
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,06,2010,2010-06-06
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,06,07,2010,2010-06-07
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,08,2010,2010-06-08
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,09,2010,2010-06-09
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,06,10,2010,2010-06-10
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,11,2010,2010-06-11
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,12,2010,2010-06-12
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,13,2010,2010-06-13
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,06,14,2010,2010-06-14
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,15,2010,2010-06-15
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,16,2010,2010-06-16
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,06,17,2010,2010-06-17
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,06,18,2010,2010-06-18
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,82,06,19,2010,2010-06-19
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,20,2010,2010-06-20
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,21,2010,2010-06-21
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,22,2010,2010-06-22
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,23,2010,2010-06-23
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,24,2010,2010-06-24
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,06,25,2010,2010-06-25
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.02,76,06,26,2010,2010-06-26
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,27,2010,2010-06-27
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,28,2010,2010-06-28
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,29,2010,2010-06-29
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,06,30,2010,2010-06-30
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,75,07,01,2010,2010-07-01
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.05,77,07,02,2010,2010-07-02
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.09,77,07,03,2010,2010-07-03
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.05,78,07,04,2010,2010-07-04
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.06,78,07,05,2010,2010-07-05
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.08,76,07,06,2010,2010-07-06
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.08,74,07,07,2010,2010-07-07
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.03,76,07,08,2010,2010-07-08
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.06,74,07,09,2010,2010-07-09
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.09,76,07,10,2010,2010-07-10
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,07,11,2010,2010-07-11
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,07,12,2010,2010-07-12
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,80,07,13,2010,2010-07-13
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04836820083682006,78,07,16,2010,2010-07-16
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.02,76,07,17,2010,2010-07-17
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,07,18,2010,2010-07-18
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04,77,07,19,2010,2010-07-19
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,80,07,21,2010,2010-07-21
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,07,22,2010,2010-07-22
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,80,07,24,2010,2010-07-24
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,07,25,2010,2010-07-25
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,07,26,2010,2010-07-26
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,07,27,2010,2010-07-27
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,07,28,2010,2010-07-28
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,07,29,2010,2010-07-29
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,07,30,2010,2010-07-30
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.02,77,07,31,2010,2010-07-31
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04,77,08,01,2010,2010-08-01
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,76,08,02,2010,2010-08-02
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.02,77,08,03,2010,2010-08-03
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.07,77,08,04,2010,2010-08-04
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.08,75,08,05,2010,2010-08-05
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.03,75,08,06,2010,2010-08-06
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,80,08,07,2010,2010-08-07
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,08,08,2010,2010-08-08
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,09,2010,2010-08-09
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,10,2010,2010-08-10
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,08,11,2010,2010-08-11
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,08,12,2010,2010-08-12
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,13,2010,2010-08-13
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,14,2010,2010-08-14
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,76,08,15,2010,2010-08-15
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,76,08,16,2010,2010-08-16
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.05,74,08,17,2010,2010-08-17
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,08,18,2010,2010-08-18
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,08,19,2010,2010-08-19
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,08,20,2010,2010-08-20
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,08,21,2010,2010-08-21
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,75,08,22,2010,2010-08-22
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,87,08,23,2010,2010-08-23
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,24,2010,2010-08-24
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04,76,08,25,2010,2010-08-25
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.03,78,08,26,2010,2010-08-26
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,27,2010,2010-08-27
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04,79,08,28,2010,2010-08-28
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,29,2010,2010-08-29
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,08,30,2010,2010-08-30
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,80,08,31,2010,2010-08-31
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,09,01,2010,2010-09-01
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.02,76,09,02,2010,2010-09-02
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.04,78,09,03,2010,2010-09-03
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.01,77,09,04,2010,2010-09-04
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,09,05,2010,2010-09-05
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,09,06,2010,2010-09-06
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.06,76,09,07,2010,2010-09-07
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,09,08,2010,2010-09-08
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,09,09,2010,2010-09-09
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,09,10,2010,2010-09-10
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.05,78,09,11,2010,2010-09-11
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,74,09,12,2010,2010-09-12
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,09,13,2010,2010-09-13
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,09,14,2010,2010-09-14
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,77,09,15,2010,2010-09-15
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,79,09,16,2010,2010-09-16
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,09,17,2010,2010-09-17
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,0.0,78,09,19,2010,2010-09-19
